claim,case_name,overruling_case,label,class
Federal lawmakers may enact precise statutory measures addressing risks without possessing unbounded authority over all public welfare domains.,"[""United States v. Comstock""]",,1,Supported
Wetlands that drain into navigable waters are automatically protected under the Clean Water Act.,"[""Rapanos v. United States""]",,0,Refuted
Constitutional principles bar government entities from asserting claims on assets based solely on physical habitation; sufficient connection must exist between authority and holdings.,"[""North Carolina Department of Revenue v. The Kimberley Rice Kaestner 1992 Family Trust""]",,1,Supported
The law bars national electricity suppliers from extending services to locales with existing commercial energy coverage.,"[""Hardin v. Kentucky Utilities Company""]",,0,Refuted
"In cases where subnational entities provide economic incentives, Article III tribunals retain jurisdiction to determine if those incentives violate fundamental law, regardless of effects on their revenue frameworks.","[""Hibbs v. Winn""]","Ohio Civil Rights Commission v. Dayton Christian Public Schools, Inc.",2,Overruled
Higher courts may consider imprisonment durations conforming to advisory criteria as justifiable without requiring the presiding judicial officer to detail all relevant considerations.,"[""Rita v. United States""]",Nelson v. United States,2,Overruled
The lower chamber of the federal legislative body must not supplement constitutional standards for holding office and must seat any individual selected by the electorate who fulfills all existing provisions.,"[""Powell v. McCormack""]",,0,Refuted
Prosecutors must demonstrate that a company had a deliberate strategy to dominate a market and a notable opportunity of resulting control before it can be held responsible for unlawful market governance under federal competition laws.,"[""Spectrum Sports, Inc. v. McQuillan""]",,0,Refuted
"Even with congressional authorization for in-court use of uncoerced declarations, prompt magistrate presentation for detained persons remains mandatory.","[""Corley v. United States""]",Maryland v. Shatzer,2,Overruled
Title 11 of the U.S. Code governs the creditor payment sequence for judicially approved property transfers in insolvency.,"[""Czyzewski v. Jevic Holding Corp."", ""Travelers Indemnity Co. v. Bailey""]",,0,Refuted
The highest judicial body within the American system weighs global viewpoints during constitutional penalty reviews.,"[""Roper v. Simmons""]",,0,Refuted
"When federal administrative hearings are like court cases, states have the same protection from being sued as in court.","[""Federal Maritime Commission v. South Carolina State Ports Authority""]",Franchise Tax Board of California v. Hyatt,2,Overruled
State authorities must establish particularized suspicion before intruding on private domains under constitutional standards.,"[""Chandler v. Miller"", ""Grady v. North Carolina""]",,1,Supported
"To sue over a law, a person must show they will be directly harmed by it soon, not just that they might be affected someday.","[""Carney v. Adams""]",Susan B. Anthony List v. Driehaus,2,Overruled
The government must pay people when it takes their property.,"[""Babbitt v. Youpee"", ""Hodel v. Irving""]",,1,Supported
"Employers can ban all narcotics in jobs where safety is important, even if the ban includes medications used for treatment.","[""New York City Transit Authority v. Beazer""]",,1,Supported
U.S. government funds directed toward community development may include provisions aiding firms controlled by historically marginalized groups to ensure equality.,"[""Fullilove v. Klutznick""]",,1,Supported
"When public funding allocates assistance to individuals relocating to comparable-priced or cheaper accommodations, it does not automatically impede housing scale reduction and may support justifiable societal goals.","[""Nordlinger v. Hahn""]",,0,Refuted
Aid distribution systems based on ethnic heritage require stringent justifications.,"[""Adarand Constructors, Inc. v. Pe\u00f1a""]",,1,Supported
"When a private business is significantly supported and intertwined with a state-created entity, its discriminatory actions can constitute state action and violate the Equal Protection Clause of the Fourteenth Amendment.","[""Burton v. Wilmington Parking Authority""]",,0,Refuted
"When a person under investigation requests legal counsel, state enforcement personnel are obligated to halt all interviews and prohibited from obtaining spoken information in the absence of counsel.","[""Maryland v. Blake""]",Maryland v. Shatzer,2,Overruled
Withholding support from those lawfully residing in the area is unconstitutional when based on immigration status or time spent.,"[""Graham v. Richardson""]",,0,Refuted
The law criminalizes erasing or rendering inaccessible documentation tied to post-secondary education aid when the actor's purpose involves misleading public revenue stewards to secure unlawful financial advantage.,"[""Bates v. United States""]",,1,Supported
"Where a judicial body sanctions a request for post-deadline review of a guilty finding, federal statutes maintain the judgment's unresolved status until the process terminates.","[""Jimenez v. Quarterman""]",,1,Supported
Companies cannot be held liable under state law for complying with federal regulations.,"[""Florida Lime & Avocado Growers, Inc. v. Paul"", ""Mutual Pharmaceutical Co. v. Bartlett"", ""Oneok, Inc. et al. v. Learjet, Inc. et al."", ""Virginia Uranium, Inc. v. Warren""]",,1,Supported
Law enforcement personnel are required to possess sufficient grounds to conclude another individual is concealed within the premises before executing a search.,"[""Maryland v. Buie""]",,1,Supported
General discussions of unlawful behavior that do not incite imminent physical harm receive constitutional protections for free expression.,"[""Brandenburg v. Ohio""]",,1,Supported
