claim,case_name,overruling_case,label,class
"Government entities can be held liable for damages resulting from decisions influenced by illegal factors, even if they can prove the same decision would have been reached without those factors.","[""Texas v. Lesage""]",,0,Refuted
Former employees have the same protection against punishment as current employees under the law.,"[""Robinson v. Shell Oil Company""]",,1,Supported
Courts do not have the authority to create exceptions to statutory deadlines for filing tax refund claims based on equitable considerations.,"[""United States v. Brockamp""]",,0,Refuted
Evidence obtained during a search incident to an arrest is not automatically inadmissible if the underlying arrest warrant was invalid due to a clerical error.,"[""Arizona v. Evans"", ""Maryland v. Garrison""]",,0,Refuted
Claims of ineffective assistance of counsel must be raised on direct appeal.,"[""Massaro v. United States"", ""Trevino v. Thaler""]",,0,Refuted
Congress can pass specific laws to address dangers without having unlimited power over all safety issues.,"[""United States v. Comstock""]",,1,Supported
Wetlands that drain into navigable waters are automatically protected under the Clean Water Act.,"[""Rapanos v. United States""]",,0,Refuted
The Constitution requires a meaningful link between the state and the property being taxed; residency alone isn't enough.,"[""North Carolina Department of Revenue v. The Kimberley Rice Kaestner 1992 Family Trust""]",,1,Supported
A federal power agency is prohibited from providing power to areas already served by private power providers.,"[""Hardin v. Kentucky Utilities Company""]",,0,Refuted
"Federal courts can hear lawsuits that challenge whether state tax credits violate the Constitution, even if the credits affect the state's tax system.","[""Hibbs v. Winn""]","Ohio Civil Rights Commission v. Dayton Christian Public Schools, Inc.",2,Overruled
Appellate courts may treat sentences within the Federal Sentencing Guidelines as reasonable without requiring the trial judge to explain each factor in detail.,"[""Rita v. United States""]",Nelson v. United States,2,Overruled
"The House of Representatives may not add to the constitutional requirements for membership—age, citizenship, and residency—and exclude a duly elected member who meets those requirements.","[""Powell v. McCormack""]",,0,Refuted
A company can only be found guilty of monopolization under the Sherman Act if both specific intent and a dangerous probability of achieving monopoly power are proven.,"[""Spectrum Sports, Inc. v. McQuillan""]",,0,Refuted
A federal law that says voluntary confessions can be used in court does not override the rule that people must be brought before a judge promptly.,"[""Corley v. United States""]",Maryland v. Shatzer,2,Overruled
Bankruptcy courts must adhere to the priority distribution scheme established by the Bankruptcy Code when approving settlements that distribute assets.,"[""Czyzewski v. Jevic Holding Corp."", ""Travelers Indemnity Co. v. Bailey""]",,0,Refuted
The U.S. Supreme Court considers international opinion when determining the constitutionality of punishments.,"[""Roper v. Simmons""]",,0,Refuted
"When federal administrative hearings are like court cases, states have the same protection from being sued as in court.","[""Federal Maritime Commission v. South Carolina State Ports Authority""]",Franchise Tax Board of California v. Hyatt,2,Overruled
The Fourth Amendment generally requires government officials to have a specific reason to search a person before doing so.,"[""Chandler v. Miller"", ""Grady v. North Carolina""]",,1,Supported
"To sue over a law, a person must show they will be directly harmed by it soon, not just that they might be affected someday.","[""Carney v. Adams""]",Susan B. Anthony List v. Driehaus,2,Overruled
The government must pay people when it takes their property.,"[""Babbitt v. Youpee"", ""Hodel v. Irving""]",,1,Supported
"Employers can ban all narcotics in jobs where safety is important, even if the ban includes medications used for treatment.","[""New York City Transit Authority v. Beazer""]",,1,Supported
Federal funding for public projects can include requirements that support minority-owned businesses to promote equality.,"[""Fullilove v. Klutznick""]",,1,Supported
Tax laws that provide benefits to homeowners who transfer to properties of equal or lower value do not necessarily discourage downsizing and may serve legitimate state interests.,"[""Nordlinger v. Hahn""]",,0,Refuted
Government programs that use race to give benefits must have a very important reason for doing so.,"[""Adarand Constructors, Inc. v. Pe\u00f1a""]",,1,Supported
"When a private business is significantly supported and intertwined with a state-created entity, its discriminatory actions can constitute state action and violate the Equal Protection Clause of the Fourteenth Amendment.","[""Burton v. Wilmington Parking Authority""]",,0,Refuted
"When a suspect asks for a lawyer, police must stop all questioning and cannot try to get the suspect to talk without a lawyer present.","[""Maryland v. Blake""]",Maryland v. Shatzer,2,Overruled
States may not deny welfare benefits to legal residents solely based on their non-citizen status or length of residency.,"[""Graham v. Richardson""]",,0,Refuted
Another part of the same law makes it a crime to destroy or hide records about student aid programs only if the person intended to defraud the government.,"[""Bates v. United States""]",,1,Supported
"When a state court allows a defendant to file a late direct appeal, the conviction is not final under federal law until that appeal is done.","[""Jimenez v. Quarterman""]",,1,Supported
Companies cannot be held liable under state law for complying with federal regulations.,"[""Florida Lime & Avocado Growers, Inc. v. Paul"", ""Mutual Pharmaceutical Co. v. Bartlett"", ""Oneok, Inc. et al. v. Learjet, Inc. et al."", ""Virginia Uranium, Inc. v. Warren""]",,1,Supported
Officers must have a good reason to believe someone else might be hiding in the area before doing the check.,"[""Maryland v. Buie""]",,1,Supported
